site_size_ha,site_code_abcd,site_name,sampling_year_yyyy,year_site,species_banding_code_abcd,species_common_name,breeding_territories,tree_density
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,EAWP,Eastern Wood-pewee,8.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,EUST,European Starling,4,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,EWPW,Eastern Whip-poor-will,1.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,GCFL,Great Crested Flycatcher,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,GRCA,Gray Catbird,11,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,HOWR,House Wren,16,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,INBU,Indigo Bunting,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,MODO,Mourning Dove,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,NOCA,Northern Cardinal,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,NOFL,Northern Flicker,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,OROR,Orchard Oriole,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,RBWO,Red-bellied Woodpecker,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,REVI,Red-eyed Vireo,15,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,RHWO,Red-headed Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,RTHA,Red-tailed Hawk,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,RWBL,Red-winged Blackbird,15,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,SOSP,Song Sparrow,7,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,TRES,Tree Swallow,4,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,WAVI,Warbling Vireo,10,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,WBNU,White-breasted Nuthatch,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,WIFL,Willow Flycatcher,0.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,WITU,Wild Turkey,0.25,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,YBCU,Yellow-billed Cuckoo,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,YTVI,Yellow-throated Vireo,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2018,2018_ROMS,YWAR,Yellow Warbler,37.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,AMGO,American Goldfinch,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,AMRO,American Robin,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,BAOR,Baltimore Oriole,3,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,BCCH,Black-capped Chickadee,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,BLJA,Blue Jay,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,BRTH,Brown Thrasher,4,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,CHSP,Chipping Sparrow,5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,COGR,Common Grackle,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,COYE,Common Yellowthroat,14,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,EAKI,Eastern Kingbird,3,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,EATO,Eastern Towhee,7,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,FISP,Field Sparrow,5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,GCFL,Great Crested Flycatcher,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,HOME,Hooded Merganser,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,HOWR,House Wren,4,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,MAWR,Marsh Wren,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,MODO,Mourning Dove,4,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,NOFL,Northern Flicker,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,OROR,Orchard Oriole,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,PBGR,Pied-billed Grebe,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,RWBL,Red-winged Blackbird,16,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,SOSP,Song Sparrow,9,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,TRES,Tree Swallow,3,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,VIRA,Virginia Rail,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,WAVI,Warbling Vireo,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2018,2018_STDP,YWAR,Yellow Warbler,17.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,AMRO,American Robin,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,AMWO,American Woodcock,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,BAOR,Baltimore Oriole,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,BCCH,Black-capped Chickadee,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,BGGN,Blue-gray Gnatcatcher,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,BRTH,Brown Thrasher,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,CEDW,Cedar Waxwing,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,COGR,Common Grackle,2.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,COYE,Common Yellowthroat,14,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,DOWO,Downy Woodpecker,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,EAKI,Eastern Kingbird,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,EATO,Eastern Towhee,0.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,EAWP,Eastern Wood-pewee,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,EUST,European Starling,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,EWPW,Eastern Whip-poor-will,2.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,FISP,Field Sparrow,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,GCFL,Great Crested Flycatcher,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,GRCA,Gray Catbird,3.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,HOWR,House Wren,11,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,MODO,Mourning Dove,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,NOCA,Northern Cardinal,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,NOFL,Northern Flicker,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,REVI,Red-eyed Vireo,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,RWBL,Red-winged Blackbird,22,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,SORA,Sora,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,SOSP,Song Sparrow,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,SWSP,Swamp Sparrow,0.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,TRES,Tree Swallow,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,WAVI,Warbling Vireo,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,WBNU,White-breasted Nuthatch,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,WODU,Wood Duck,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2019,2019_RARO,YWAR,Yellow Warbler,11.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,AMRE,American Redstart,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,AMRO,American Robin,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,AMWO,American Woodcock,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,BAEA,Bald Eagle,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,BAOR,Baltimore Oriole,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,BBCU,Black-billed Cuckoo,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,BGGN,Blue-gray Gnatcatcher,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,BLJA,Blue Jay,0.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,COGR,Common Grackle,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,COYE,Common Yellowthroat,10,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,DOWO,Downy Woodpecker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,EAKI,Eastern Kingbird,6,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,EAWP,Eastern Wood-pewee,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,EUST,European Starling,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,GCFL,Great Crested Flycatcher,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,GRCA,Gray Catbird,6,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,GRHE,Green Heron,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,HOWR,House Wren,14.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,INBU,Indigo Bunting,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,LEBI,Least Bittern,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,LEFL,Least Flycatcher,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,MAWR,Marsh Wren,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,MODO,Mourning Dove,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,NOCA,Northern Cardinal,1.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,NOFL,Northern Flicker,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,OROR,Orchard Oriole,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,RBWO,Red-bellied Woodpecker,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,REVI,Red-eyed Vireo,6,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,RWBL,Red-winged Blackbird,24,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,SOSP,Song Sparrow,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,TRES,Tree Swallow,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,WAVI,Warbling Vireo,15,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,WBNU,White-breasted Nuthatch,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,WIFL,Willow Flycatcher,0.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,WODU,Wood Duck,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2019,2019_ROIS,YWAR,Yellow Warbler,35,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,AMRE,American Redstart,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,AMRO,American Robin,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,BAOR,Baltimore Oriole,5.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,BCCH,Black-capped Chickadee,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,BGGN,Blue-gray Gnatcatcher,4,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,BHCO,Brown-headed Cowbird,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,BLJA,Blue Jay,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,CHSW,Chimney Swift,0.25,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,COGR,Common Grackle,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,COYE,Common Yellowthroat,10,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,DOWO,Downy Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,EAKI,Eastern Kingbird,6.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,EAWP,Eastern Wood-pewee,6,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,EUST,European Starling,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,EWPW,Eastern Whip-poor-will,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,GCFL,Great Crested Flycatcher,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,GRCA,Gray Catbird,9,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,HAWO,Hairy Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,HOWR,House Wren,17.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,INBU,Indigo Bunting,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,MODO,Mourning Dove,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,NOCA,Northern Cardinal,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,NOFL,Northern Flicker,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,OROR,Orchard Oriole,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,RBWO,Red-bellied Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,REVI,Red-eyed Vireo,11.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,RTHU,Ruby-throated Hummingbird,0.25,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,RWBL,Red-winged Blackbird,16,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,SOSP,Song Sparrow,7,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,TRES,Tree Swallow,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,WAVI,Warbling Vireo,12.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,WBNU,White-breasted Nuthatch,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2019,2019_ROMS,YWAR,Yellow Warbler,41,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,AMRE,American Redstart,4,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,AMRO,American Robin,2.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,BAOR,Baltimore Oriole,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,BCCH,Black-capped Chickadee,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,BGGN,Blue-gray Gnatcatcher,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,BLJA,Blue Jay,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,BRTH,Brown Thrasher,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,CHSP,Chipping Sparrow,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,COGR,Common Grackle,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,COYE,Common Yellowthroat,5.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,DOWO,Downy Woodpecker,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,EAKI,Eastern Kingbird,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,EATO,Eastern Towhee,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,EAWP,Eastern Wood-pewee,4,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,EUST,European Starling,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,EWPW,Eastern Whip-poor-will,5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,GCFL,Great Crested Flycatcher,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,GRCA,Gray Catbird,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,HOWR,House Wren,8,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,MODO,Mourning Dove,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,NOFL,Northern Flicker,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,RBWO,Red-bellied Woodpecker,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,REVI,Red-eyed Vireo,6,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,RWBL,Red-winged Blackbird,10.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,YBCU,Yellow-billed Cuckoo,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2019,2019_ROWB,YWAR,Yellow Warbler,11.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,AMRO,American Robin,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,AMWO,American Woodcock,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,BAOR,Baltimore Oriole,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,BCCH,Black-capped Chickadee,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,COGR,Common Grackle,5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,COYE,Common Yellowthroat,7,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,DOWO,Downy Woodpecker,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,EAKI,Eastern Kingbird,6.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,EATO,Eastern Towhee,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,EAWP,Eastern Wood-pewee,5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,EUST,European Starling,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,GRCA,Gray Catbird,7,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,HOWR,House Wren,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,LEBI,Least Bittern,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,MAWR,Marsh Wren,1.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,MODO,Mourning Dove,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,NOCA,Northern Cardinal,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,NOFL,Northern Flicker,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,REVI,Red-eyed Vireo,7,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,RTHU,Ruby-throated Hummingbird,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,RWBL,Red-winged Blackbird,25,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,SOSP,Song Sparrow,6,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,TRES,Tree Swallow,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,WAVI,Warbling Vireo,7,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,WODU,Wood Duck,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2019,2019_ROWP,YWAR,Yellow Warbler,23,NOTFOUND
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,AMGO,American Goldfinch,2,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,BAOR,Baltimore Oriole,0.5,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,BRTH,Brown Thrasher,2,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,CEDW,Cedar Waxwing,2,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,CHSP,Chipping Sparrow,5,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,COGR,Common Grackle,1,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,COYE,Common Yellowthroat,14,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,EAKI,Eastern Kingbird,2.5,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,EATO,Eastern Towhee,7,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,FISP,Field Sparrow,12.5,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,MODO,Mourning Dove,2,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,NOFL,Northern Flicker,1,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,REVI,Red-eyed Vireo,1,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,RWBL,Red-winged Blackbird,14,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,WITU,Wild Turkey,0.5,2.612893685
13.7,BGGR,Bluegrass - Milkweed Grassland,2021,2021_BGGR,YWAR,Yellow Warbler,18.5,2.612893685
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,AMWO,American Woodcock,2,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,BCCH,Black-capped Chickadee,2,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,BGGN,Blue-gray Gnatcatcher,1,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,BHCO,Brown-headed Cowbird,2,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,BRTH,Brown Thrasher,3,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,CEDW,Cedar Waxwing,1,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,CHSP,Chipping Sparrow,17.5,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,COGR,Common Grackle,1,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,COYE,Common Yellowthroat,0.25,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,EAKI,Eastern Kingbird,1.5,17.56307702
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2021,2021_DCJS,EATO,Eastern Towhee,6,17.56307702
